,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
736,"[['Igor Azeveädo'], 'Igor Azeveädo']","[[], None]","[['(95) 90923-2677'], '(95) 90923-2677']","[['335.166.077-42'], '335.166.077-42']",True,"[['73.788.686/7197-90'], '73.788.686/7197-90']",True,"[['27673323'], '27673323']","[[('7', '04', '2000')], '7/04/2000']","[[], None]","[['https://exemplo.com/7h99ew/42sq2/0gcg0l'], 'https://exemplo.com/7h99ew/42sq2/0gcg0l']"
737,"[['João Ribeiro'], 'João Ribeiro']","[[], None]","[[], None]","[[], None]",False,"[['76.935.083/7006-62'], '76.935.083/7006-62']",True,"[[], None]","[[('3', '07', '2007')], '3/07/2007']","[[], None]","[['http://data.ufc.br/j7jp11/hzp8/662bui4'], 'http://data.ufc.br/j7jp11/hzp8/662bui4']"
738,"[['S  érgióo Rodrigues'], 'S  érgióo Rodrigues']","[['j-vls-03k@dominio.org'], 'j-vls-03k@dominio.org']","[[], None]","[['191.238.050-13'], '191.238.050-13']",True,"[[], None]",False,"[[], None]","[[('20', '08', '2010')], '20/08/2010']","[['60.39'], '60.39']","[['http://site.org/tki438/mz9e/frpt'], 'http://site.org/tki438/mz9e/frpt']"
739,"[['Maina Pereira'], 'Maina Pereira']","[[], None]","[['(11) 1887-2235'], '(11) 1887-2235']","[['783.901.838-62'], '783.901.838-62']",True,"[[], None]",False,"[['03367-983'], '03367-983']","[[('16', '06', '2004')], '16/06/2004']","[['R$ 1.122,18'], 'R$ 1.122,18']","[[], None]"
740,"[['João Pereira'], 'João Pereira']","[['7uy914@mail.com'], '7uy914@mail.com']","[['(99) 3059-7618'], '(99) 3059-7618']","[[], None]",False,"[['06.570.224/5852-45'], '06.570.224/5852-45']",True,"[['15551-341'], '15551-341']","[[('7', '11', '2000')], '7/11/2000']","[[], None]","[['http://data.ufc.br/454q'], 'http://data.ufc.br/454q']"
741,"[['Carllos Carvaílho'], 'Carllos Carvaílho']","[['3mnlidzmo@ufc.br'], '3mnlidzmo@ufc.br']","[['(81) 96555-0446'], '(81) 96555-0446']","[[], None]",False,"[['53.073.002/2900-78'], '53.073.002/2900-78']",True,"[['20369-995'], '20369-995']","[[], None]","[[], None]","[['https://exemplo.com/glbi7dk'], 'https://exemplo.com/glbi7dk']"
742,"[['Eduardo Silva'], 'Eduardo Silva']","[['iiptbl93_x3m@dominio.org'], 'iiptbl93_x3m@dominio.org']","[['(11) 93568-7429'], '(11) 93568-7429']","[[], None]",False,"[[], None]",False,"[['29304-311'], '29304-311']","[[('23', '02', '2004')], '23/02/2004']","[['R$ 4.893,45'], 'R$ 4.893,45']","[['https://exemplo.com/cch4k/10r'], 'https://exemplo.com/cch4k/10r']"
743,"[['An'], 'An']","[['fl9gyrholb.@gmail.com'], 'fl9gyrholb.@gmail.com']","[[], None]","[[], None]",False,"[['60.399.898/9058-77'], '60.399.898/9058-77']",False,"[['34619198'], '34619198']","[[('5', '10', '2014')], '5/10/2014']","[['584.86'], '584.86']","[['https://exemplo.com/0lnly'], 'https://exemplo.com/0lnly']"
744,"[['Letícia Aleida'], 'Letícia Aleida']","[['ghvxxmuepu.k@outloook.com'], 'ghvxxmuepu.k@outloook.com']","[[], None]","[['766.798.899-44'], '766.798.899-44']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 801.44'], 'R$ 801.44']","[[], None]"
745,"[['Vinícius Silvòa'], 'Vinícius Silvòa']","[['yp.m60vgzc@mail.com'], 'yp.m60vgzc@mail.com']","[['5948-2922'], '5948-2922']","[['869.129.065-08'], '869.129.065-08']",True,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[[], None]"
746,"[['Ségio Caarvalho'], 'Ségio Caarvalho']","[[], None]","[['(61) 93841-7502'], '(61) 93841-7502']","[['020.743.211-20'], '020.743.211-20']",True,"[['01.716.454/4112-66'], '01.716.454/4112-66']",True,"[[], None]","[[('5', '09', '2008')], '5  /09/2008']","[[], None]","[[], None]"
747,"[['Ana Martins'], 'Ana Martins']","[['ej.g-u84@example.com'], 'ej.g-u84@example.com']","[['4765-2286'], '4765-2286']","[['263.627.422-73'], '263.627.422-73']",True,"[['96.350.299/8355-01'], '96.350.299/8355-01']",True,"[['38432-476'], '38432-476']","[[], None]","[['2,804.14'], '2,804.14']","[['https://cntato.me/74rsq1'], 'https://cntato.me/74rsq1']"
748,"[['Ana Silva'], 'Ana Silva']","[['x.7+9pqm4c@empresa.com.br'], 'x.7+9pqm4c@empresa.com.br']","[['1727-1477'], '1727-1477']","[[], None]",False,"[['33.333.333/3333-33'], '33.333.333/3333-33']",False,"[['09602-015'], '09602-015']","[[], None]","[[' 3.10'], ' 3.10']","[['http://site.org/mibbir/1nzp'], 'http://site.org/mibbir/1nzp']"
749,"[['M  aarina Oliveia'], 'M  aarina Oliveia']","[['e7cq3g68o@example.com'], 'e7cq3g68o@example.com']","[[], None]","[[], None]",False,"[['09.856.706/2154-06'], '09.856.706/2154-06']",True,"[[], None]","[[('25', '06', '2014')], '25/06/2014']","[[], None]","[[], None]"
750,"[['Vinnícius Costa'], 'Vinnícius Costa']","[['4c4e5pblf@mail.com'], '4c4e5pblf@mail.com']","[[], None]","[['013.994.765-56'], '013.994.765-56']",True,"[[], None]",False,"[['71102-347'], '71102-347']","[[], None]","[['R$ 497.35'], 'R$ 497.35']","[[], None]"
751,"[['A  na Peòreira'], 'A  na Peòreira']","[['b+8+8@ufc.br'], 'b+8+8@ufc.br']","[[], None]","[[], None]",False,"[['43.428.811/8462-02'], '43.428.811/8462-02']",True,"[['11648-878'], '11648-878']","[[('6', '06', '2010')], '6/06/2010']","[['  739.46'], '  739.46']","[['https://empresa.com.br/blwn'], 'https://empresa.com.br/blwn']"
752,"[['João Pereira'], 'João Pereira']","[['n05wow-q1@mail.com'], 'n05wow-q1@mail.com']","[['(95) 6463-1212'], '(95) 6463-1212']","[['526.213.387-80'], '526.213.387-80']",True,"[['02.041.558/3019-30'], '02.041.558/3019-30']",True,"[[], None]","[[('19', '03', '2005')], '19/03/2005']","[[], None]","[[], None]"
753,"[['Sérgio Silva'], 'Sérgio Silva']","[['tgxx5_g-i@ufc.br'], 'tgxx5_g-i@ufc.br']","[['(41) 99692-7176'], '(41) 99692-7176']","[['444.444.444-44'], '444.444.444-44']",False,"[[], None]",False,"[[], None]","[[('2', '08', '2001')], '2/08/2001']","[['  69.08'], '  69.08']","[['http://data.ufc.br/lr6/y0pw5m/0jolf'], 'http://data.ufc.br/lr6/y0pw5m/0jolf']"
754,"[['Helena Souza'], 'Helena Souza']","[[], None]","[['(86) 9194-2602'], '(86) 9194-2602']","[[], None]",False,"[['55.555.555/5555-55'], '55.555.555/5555-55']",False,"[[], None]","[[('12', '08', '2200')], '12/08/2200']","[['0.74'], '0.74']","[['https://exemplo.com/b2nvzjo/gk458rd'], 'https://exemplo.com/b2nvzjo/gk458rd']"
755,"[['R  afaela'], 'R  afaela']","[[], None]","[[], None]","[['989.094.951-20'], '989.094.951-20']",True,"[[], None]",False,"[[], None]","[[('30', '08', '2014')], '30/08/2014']","[['9494.06'], '9494.06']","[['https://empresa.com.br/12d9r'], 'https://empresa.com.br/12d9r']"
756,"[['Olívxia Gomes'], 'Olívxia Gomes']","[['.cvqenmh2_s1@empresa.com.br'], '.cvqenmh2_s1@empresa.com.br']","[['(49) 2466-3216'], '(49) 2466-3216']","[[], None]",False,"[['77.777.777/7777-77'], '77.777.777/7777-77']",False,"[[], None]","[[], None]","[[], None]","[['https://empresa.com.br/3rq4'], 'https://empresa.com.br/3rq4']"
757,"[['o  ão Barbosa'], 'o  ão Barbosa']","[['11vj@gmail.com'], '11vj@gmail.com']","[[], None]","[[], None]",False,"[['33.076.950/0872-54'], '33.076.950/0872-54']",True,"[['31222-881'], '31222-881']","[[], None]","[['R$ 1294.72'], 'R$ 1294.72']","[['https://empresa.com.br/rr7z/624g'], 'https://empresa.com.br/rr7z/624g']"
758,"[['eHelena Almeida'], 'eHelena Almeida']","[['r532pppy@empresa.com.br'], 'r532pppy@empresa.com.br']","[[], None]","[[], None]",False,"[['53.255.738/2407-10'], '53.255.738/2407-10']",True,"[['50592-063'], '50592-063']","[[], None]","[['R$ 33.211,29'], 'R$ 33.211,29']","[['https://contato.me/ù99uu5/94mjhzj'], 'https://contato.me/ù99uu5/94mjhzj']"
759,"[['A  na Cosa'], 'A  na Cosa']","[['rf++ze20@mail.com'], 'rf++ze20@mail.com']","[['(81) 91446-4945'], '(81) 91446-4945']","[[], None]",False,"[['89.877.498/5485-16'], '89.877.498/5485-16']",True,"[['92485-910'], '92485-910']","[[('2', '03', '2010')], '2/03/2010']","[['R$ 3073.07'], 'R$ 3073.07']","[[], None]"
760,"[['Letíia Oliveira'], 'Letíia Oliveira']","[['3_yx_nft+f@gmail.com'], '3_yx_nft+f@gmail.com']","[[], None]","[['077.574.093-49'], '077.574.093-49']",True,"[[], None]",False,"[[], None]","[[('3', '1', '2011')], '3/1/2011']","[['R$ 3.806,65'], 'R$ 3.806,65']","[[], None]"
761,"[['Paulo  Azevedo'], 'Paulo  Azevedo']","[['crfg-a@mail.com'], 'crfg-a@mail.com']","[['(85) 2390-0522'], '(85) 2390-0522']","[['126.922.396-68'], '126.922.396-68']",False,"[[], None]",False,"[[], None]","[[], None]","[['33755.15'], '33755.15']","[['https://exemplo.com/6tc/d885m3e'], 'https://exemplo.com/6tc/d885m3e']"
762,"[['PauloAlmeida'], 'PauloAlmeida']","[[], None]","[[], None]","[[], None]",False,"[['77.073.301/9287-68'], '77.073.301/9287-68']",True,"[[], None]","[[('26', '08', '2012')], '26/08/2012']","[['1644.12'], '1644.12']","[['http://data.ufc.br/1mrqc/688u80g/phjmf6i'], 'http://data.ufc.br/1mrqc/688u80g/phjmf6i']"
763,"[['M  arina Rodrigues'], 'M  arina Rodrigues']","[[], None]","[[], None]","[['208.096.492-50'], '208.096.492-50']",True,"[[], None]",False,"[['67331-671'], '67331-671']","[[('1', '02', '2024')], '1/02/2024']","[[], None]","[[], None]"
764,"[['Vinícäius Lima'], 'Vinícäius Lima']","[['kwudgee9@empresa.com.br'], 'kwudgee9@empresa.com.br']","[[], None]","[['763.825.307-86'], '763.825.307-86']",True,"[['60.132.684/3114-55'], '60.132.684/3114-55']",True,"[[], None]","[[('03', '07', '2016')], '03/07/2016']","[[' 4070.99'], ' 4070.99']","[['http://data.ufc.nbr/d3j7kwv/tyc'], 'http://data.ufc.nbr/d3j7kwv/tyc']"
765,"[['Gaabriel Souza'], 'Gaabriel Souza']","[[], None]","[['(61) 95339-9160'], '(61) 95339-9160']","[['209.768.848-95'], '209.768.848-95']",True,"[[], None]",False,"[[], None]","[[('9', '04', '2014')], '9/04/2014']","[['3034.18'], '3034.18']","[[], None]"
766,"[['Eduardo Gomes'], 'Eduardo Gomes']","[['.r5lesgl5b@empreska.com.br'], '.r5lesgl5b@empreska.com.br']","[['(21) 6858-0848'], '(21) 6858-0848']","[['295.728.655-60'], '295.728.655-60']",True,"[['66.666.666/6666-66'], '66.666.666/6666-66']",False,"[[], None]","[[('1', '11', '2002')], '1/11/2002']","[['R$ 2151.24'], 'R$ 2151.24']","[['https://empresa.com.br/mpk/jfe4ed2/duvx'], 'https://empresa.com.br/mpk/jfe4ed2/duvx']"
767,"[['Natan Oliveiraa'], 'Natan Oliveiraa']","[['i2kx@example.com'], 'i2kx@example.com']","[[], None]","[['666.666.666-66'], '666.666.666-66']",False,"[['86.004.274/9986-20'], '86.004.274/9986-20']",True,"[['06736324'], '06736324']","[[], None]","[['4858.46'], '4858.46']","[['http://data..ufc.brq/hq7jce/v41l6u'], 'http://data..ufc.brq/hq7jce/v41l6u']"
768,"[['L  etíxcia Costa'], 'L  etíxcia Costa']","[[], None]","[[], None]","[['144.682.124-35'], '144.682.124-35']",False,"[['31.738.802/2278-69'], '31.738.802/2278-69']",False,"[[], None]","[[], None]","[[], None]","[[], None]"
769,"[['Beatri'], 'Beatri']","[['8tqdy@ufc.br'], '8tqdy@ufc.br']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['8118.89'], '8118.89']","[['https://contato.me/ls8du'], 'https://contato.me/ls8du']"
770,"[['Eduuardo Martins'], 'Eduuardo Martins']","[['hv7_z9w+qj@dominio.org'], 'hv7_z9w+qj@dominio.org']","[['(21) 1823-2738'], '(21) 1823-2738']","[['260.821.359-62'], '260.821.359-62']",True,"[['92.310.784/6695-60'], '92.310.784/6695-60']",True,"[[], None]","[[('09', '06', '2003')], '09/06/2003']","[['1301.18'], '1301.18']","[['https://contato.me/y2u/gtcs6u'], 'https://contato.me/y2u/gtcs6u']"
771,"[['Vinícius Souza'], 'Vinícius Souza']","[[], None]","[['(21) 3163-8128'], '(21) 3163-8128']","[['426.026.761-28'], '426.026.761-28']",True,"[[], None]",False,"[[], None]","[[('31', '01', '2015')], '31/01/2015']","[[], None]","[[], None]"
772,"[['Eduuardo Almeida'], 'Eduuardo Almeida']","[['9e+9_k@mail.com'], '9e+9_k@mail.com']","[[], None]","[[], None]",False,"[['89.549.671/6089-83'], '89.549.671/6089-83']",True,"[[], None]","[[], None]","[['R$3264.55'], 'R$3264.55']","[['https://contato.me/1dqa/3wpp0w9'], 'https://contato.me/1dqa/3wpp0w9']"
773,"[['M  arina êMartins'], 'M  arina êMartins']","[['7lrh@mail.com'], '7lrh@mail.com']","[['(51) 96855-1461'], '(51) 96855-1461']","[['136.998.790-03'], '136.998.790-03']",True,"[['46.437.381/6747-25'], '46.437.381/6747-25']",True,"[[], None]","[[], None]","[['3,632.32'], '3,632.32']","[[], None]"
774,"[['Olívia Carvalhoo'], 'Olívia Carvalhoo']","[['+s1v+w.nd@examplee.com'], '+s1v+w.nd@examplee.com']","[['(61) 91301-6725'], '(61) 91301-6725']","[['985.887.138-45'], '985.887.138-45']",True,"[['84.492.336/5508-77'], '84.492.336/5508-77']",True,"[['73931-836'], '73931-836']","[[], None]","[[], None]","[[], None]"
775,"[['ôDaniel Costa'], 'ôDaniel Costa']","[['hl_qlj300h@ufc.br'], 'hl_qlj300h@ufc.br']","[['(11) 2729-7440'], '(11) 2729-7440']","[[], None]",False,"[['09.348.827/1846-22'], '09.348.827/1846-22']",True,"[[], None]","[[('3', '07', '2023')], '3/07/2023']","[[], None]","[['https://empresa.com.bzr/yrj/e8fo'], 'https://empresa.com.bzr/yrj/e8fo']"
776,"[['L  eîtcia Silva'], 'L  eîtcia Silva']","[['v5vjwhv1x1e7@empresa..com.br'], 'v5vjwhv1x1e7@empresa..com.br']","[['(81) 97953-6870'], '(81) 97953-6870']","[['810.733.673-33'], '810.733.673-33']",False,"[['24.627.181/1007-17'], '24.627.181/1007-17']",False,"[['89977797'], '89977797']","[[], None]","[[], None]","[['https://empresa.com.br/5uoxi5/vamyn'], 'https://empresa.com.br/5uoxi5/vamyn']"
777,"[['Carlos Azevvedo'], 'Carlos Azevvedo']","[['zk-j7ip5e@gmail.com'], 'zk-j7ip5e@gmail.com']","[['(81) 94884-6606'], '(81) 94884-6606']","[['603.949.258-90'], '603.949.258-90']",True,"[[], None]",False,"[['24056-876'], '24056-876']","[[], None]","[[], None]","[[], None]"
778,"[['Talita Martins'], 'Talita Martins']","[['.x7y2in47@example.com'], '.x7y2in47@example.com']","[['(61) 9555-7093'], '(61) 9555-7093']","[['111.111.111-11'], '111.111.111-11']",False,"[[], None]",False,"[['30093-676'], '30093-676']","[[], None]","[[], None]","[[], None]"
779,"[['M  arina Ribeiro'], 'M  arina Ribeiro']","[['aons6j0@mail.com'], 'aons6j0@mail.com']","[[], None]","[['240.057.357-38'], '240.057.357-38']",True,"[['95.270.795/1527-70'], '95.270.795/1527-70']",True,"[[], None]","[[], None]","[[], None]","[['https://empresa.com.br/vexaw6/pwdo3gg/23017'], 'https://empresa.com.br/vexaw6/pwdo3gg/23017']"
780,"[['Olívia Gomes'], 'Olívia Gomes']","[[], None]","[['(55) 99835-2578'], '(55) 99835-2578']","[[], None]",False,"[['27.056.225/4707-75'], '27.056.225/4707-75']",True,"[['06625-958'], '06625-958']","[[('5', '07', '2011')], '5/07/2011']","[['29937.55'], '29937.55']","[['http://data.ufc.br/yotf5r/35kw/90l'], 'http://data.ufc.br/yotf5r/35kw/90l']"
781,"[['Ntan Ribeiro'], 'Ntan Ribeiro']","[['gy910@example.com'], 'gy910@example.com']","[[], None]","[['285.502.940-63'], '285.502.940-63']",True,"[['98.240.042/5149-36'], '98.240.042/5149-36']",False,"[[], None]","[[('4', '02', '2000')], '4/02/2000']","[['R$ 138,88'], 'R$ 138,88']","[['https://contato.m8e//znn1yg'], 'https://contato.m8e//znn1yg']"
782,"[['Beatriz Lima'], 'Beatriz Lima']","[['282l9@gmail..com'], '282l9@gmail..com']","[['(81) 97157-1871'], '(81) 97157-1871']","[['444.444.444-44'], '444.444.444-44']",False,"[[], None]",False,"[[], None]","[[], None]","[['18855.72'], '18855.72']","[['http://ddata.ufc.br/dkk5pt1'], 'http://ddata.ufc.br/dkk5pt1']"
783,"[['Ana Silva'], 'Ana Silva']","[['+1jj0a@gmail.com'], '+1jj0a@gmail.com']","[['(85) 7323-7768'], '(85) 7323-7768']","[['819.598.518-10'], '819.598.518-10']",True,"[['66.749.513/4985-05'], '66.749.513/4985-05']",True,"[[], None]","[[], None]","[['R$ 3.823,38'], 'R$ 3.823,38']","[['http://site.orsg/va8lw3'], 'http://site.orsg/va8lw3']"
784,"[['Helena Azevedo'], 'Helena Azevedo']","[['-negbjy@empresa.com.br'], '-negbjy@empresa.com.br']","[[], None]","[['179.582.522-77'], '179.582.522-77']",True,"[[], None]",False,"[[], None]","[[], None]","[['320.27'], '320.27']","[[], None]"
785,"[['Rafaea eLima'], 'Rafaea eLima']","[['c3voka@gmail.com'], 'c3voka@gmail.com']","[['(41) 9504-8047'], '(41) 9504-8047']","[['815.937.340-69'], '815.937.340-69']",True,"[['35.746.536/5205-62'], '35.746.536/5205-62']",True,"[[], None]","[[], None]","[['842.11'], '842.11']","[['https://empresa.com.br/iek/z8jckxs/cbof'], 'https://empresa.com.br/iek/z8jckxs/cbof']"
786,"[['Ségrgio Ribeiro'], 'Ségrgio Ribeiro']","[[], None]","[['(71) 92346-2979'], '(71) 92346-2979']","[[], None]",False,"[[], None]",False,"[[], None]","[[('30', '08', '2024')], '30/08/2024']","[[], None]","[['https://contato.me/aanf1h/81gc0q/wtrf1èlm'], 'https://contato.me/aanf1h/81gc0q/wtrf1èlm']"
787,"[['Letícia arbosa'], 'Letícia arbosa']","[[], None]","[['(98) 93689-9189'], '(98) 93689-9189']","[['122.866.516-80'], '122.866.516-80']",True,"[['19.306.360/3048-79'], '19.306.360/3048-79']",True,"[['77757060'], '77757060']","[[('16', '10', '2000')], '16/10/2000']","[['R$ 671,25'], 'R$ 671,25']","[[], None]"
788,"[['Y  aasmin Souza'], 'Y  aasmin Souza']","[['is4r.w.e0_1a6@mai.com'], 'is4r.w.e0_1a6@mai.com']","[[], None]","[['444.444.444-44'], '444.444.444-44']",False,"[['74.052.257/2591-00'], '74.052.257/2591-00']",True,"[[], None]","[[('4', '01', '2010')], '4/01/2010']","[['  395.47'], '  395.47']","[[], None]"
789,"[['aulo Lima'], 'aulo Lima']","[['xl+@outlookk.com'], 'xl+@outlookk.com']","[[], None]","[['242.203.921-90'], '242.203.921-90']",True,"[['14.811.769/4527-71'], '14.811.769/4527-71']",True,"[[], None]","[[], None]","[[' 4.80'], ' 4.80']","[['https://exemplo.com/frjq'], 'https://exemplo.com/frjq']"
790,"[['Marina A'], 'Marina A']","[[], None]","[['(21) 90689-1105'], '(21) 90689-1105']","[['820.527.000-72'], '820.527.000-72']",True,"[[], None]",False,"[[], None]","[[], None]","[['2431.43'], '2431.43']","[[], None]"
791,"[['J  oão Mourra'], 'J  oão Mourra']","[[], None]","[[], None]","[['491.687.574-50'], '491.687.574-50']",True,"[[], None]",False,"[[], None]","[[], None]","[['  492.60'], '  492.60']","[['http://data.ufc.br/9r5vb67/ryylh'], 'http://data.ufc.br/9r5vb67/ryylh']"
792,"[['S  érgio Almeida'], 'S  érgio Almeida']","[[], None]","[[], None]","[['111.111.111-11'], '111.111.111-11']",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[[], None]","[[], None]","[['1741.77'], '1741.77']","[['https://exemplo.com/asl8ycl'], 'https://exemplo.com/asl8ycl']"
793,"[['Carlos Costa'], 'Carlos Costa']","[['f_h.6m@ufc.bbr'], 'f_h.6m@ufc.bbr']","[[], None]","[['423.153.061-08'], '423.153.061-08']",True,"[['23.120.148/7354-40'], '23.120.148/7354-40']",True,"[[], None]","[[('3', '04', '2012')], '3/04/2012']","[['R$ 4807.75'], 'R$ 4807.75']","[[], None]"
794,"[['D  aniel Costa'], 'D  aniel Costa']","[['kkhgd@ufc.br'], 'kkhgd@ufc.br']","[[], None]","[['222.222.222-22'], '222.222.222-22']",False,"[['00.091.965/6854-82'], '00.091.965/6854-82']",True,"[[], None]","[[('29', '04', '2015')], '29/04/2015']","[['3016.72'], '3016.72']","[[], None]"
795,"[['Gabriel Azevedo'], 'Gabriel Azevedo']","[['g2qvxn.nq@mail.com'], 'g2qvxn.nq@mail.com']","[[], None]","[[], None]",False,"[[], None]",False,"[['79388827'], '79388827']","[[('05', '01', '2003')], '05/01/2003']","[['518,31'], '518,31']","[[], None]"
796,"[['Eduardo Almeida'], 'Eduardo Almeida']","[['05874a@uffc.br'], '05874a@uffc.br']","[[], None]","[['081.636.005-24'], '081.636.005-24']",False,"[['38.350.903/8215-35'], '38.350.903/8215-35']",True,"[[], None]","[[], None]","[['R$ 22704.55'], 'R$ 22704.55']","[[], None]"
797,"[['Yamin Pereira'], 'Yamin Pereira']","[['aqqyexxyn5@gmail.com'], 'aqqyexxyn5@gmail.com']","[['(11) 93693-6122'], '(11) 93693-6122']","[['000.000.000-00'], '000.000.000-00']",False,"[['52.897.618/4746-12'], '52.897.618/4746-12']",False,"[['01765-012'], '01765-012']","[[], None]","[['R$  3390.12'], 'R$  3390.12']","[[], None]"
798,"[['R  faela tPereira'], 'R  faela tPereira']","[[], None]","[[], None]","[['361.051.381-05'], '361.051.381-05']",True,"[['51.634.155/5123-67'], '51.634.155/5123-67']",True,"[[], None]","[[], None]","[['R$ 4390.22'], 'R$ 4390.22']","[['http://sitee.org/vsxk82u6/pbsj/5fa'], 'http://sitee.org/vsxk82u6/pbsj/5fa']"
799,"[['Igor Babüosa'], 'Igor Babüosa']","[[], None]","[[], None]","[['007.763.120-06'], '007.763.120-06']",True,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[['http://site.org/64bj'], 'http://site.org/64bj']"
800,"[['Daniel Barbosa'], 'Daniel Barbosa']","[['_5u30ahea6xj@ufc.br'], '_5u30ahea6xj@ufc.br']","[[], None]","[['465.940.216-14'], '465.940.216-14']",False,"[[], None]",False,"[[], None]","[[('01', '05', '2011')], '01/05/2011']","[['R$1.089,14'], 'R$1.089,14']","[[], None]"
801,"[['Yasmin Almeida'], 'Yasmin Almeida']","[['j+jp.elkm@mail.com'], 'j+jp.elkm@mail.com']","[['(88) 5236-8812'], '(88) 5236-8812']","[[], None]",False,"[['61.733.911/9833-24'], '61.733.911/9833-24']",False,"[['82983-204'], '82983-204']","[[('7', '02', '2023')], '7/02/2023']","[[' 3200.38'], ' 3200.38']","[['https://exemplo.com/5sq81/19okjy5'], 'https://exemplo.com/5sq81/19okjy5']"
802,"[['alita Silva'], 'alita Silva']","[['.ic+kk3f@dominio.org'], '.ic+kk3f@dominio.org']","[['(95) 95630-2385'], '(95) 95630-2385']","[['222.222.222-22'], '222.222.222-22']",False,"[['35.927.991/6003-05'], '35.927.991/6003-05']",False,"[[], None]","[[('5', '07', '2019')], '5/07/2019']","[['1868.65'], '1868.65']","[['http://site.org/d1julf6/2nqkjd/45cp'], 'http://site.org/d1julf6/2nqkjd/45cp']"
803,"[['M  arina Pereira'], 'M  arina Pereira']","[['qcc_jnahk@gmail.com'], 'qcc_jnahk@gmail.com']","[['(19) 4602-6093'], '(19) 4602-6093']","[['708.930.071-45'], '708.930.071-45']",True,"[['76.177.045/8659-30'], '76.177.045/8659-30']",True,"[[], None]","[[('15', '06', '2201')], '15/06/2201']","[['R$2218.83'], 'R$2218.83']","[['http://data.ufc.br/h694q'], 'http://data.ufc.br/h694q']"
804,"[['A  na Gome'], 'A  na Gome']","[[], None]","[[], None]","[['666.666.666-66'], '666.666.666-66']",False,"[[], None]",False,"[[], None]","[[('13', '11', '2002')], '13/11/2002']","[['3,784.02'], '3,784.02']","[['https://contato.me/qs0/8fmcgc'], 'https://contato.me/qs0/8fmcgc']"
805,"[['J  oãoí Azeevedo'], 'J  oãoí Azeevedo']","[['gebu42pb6x9k@mail.com'], 'gebu42pb6x9k@mail.com']","[['(31) 98420-9221'], '(31) 98420-9221']","[[], None]",False,"[['65.975.107/5626-03'], '65.975.107/5626-03']",True,"[[], None]","[[], None]","[['1,726.21'], '1,726.21']","[['http://data.uufcbr/jbq3'], 'http://data.uufcbr/jbq3']"
806,"[['O  líviha Silva'], 'O  líviha Silva']","[['j4gtw8n.@ouutlook.com'], 'j4gtw8n.@ouutlook.com']","[[], None]","[['732.514.546-06'], '732.514.546-06']",False,"[[], None]",False,"[['49759-935'], '49759-935']","[[], None]","[[' 2581.13'], ' 2581.13']","[[], None]"
807,"[['Talitap BBarbosa'], 'Talitap BBarbosa']","[['1b+swz5x9@example.com'], '1b+swz5x9@example.com']","[['(31) 6406-3498'], '(31) 6406-3498']","[[], None]",False,"[['07.541.183/2410-50'], '07.541.183/2410-50']",True,"[[], None]","[[], None]","[['3111.01'], '3111.01']","[[], None]"
808,"[['PauloAzevedo'], 'PauloAzevedo']","[['fa7lg_g@mail.com'], 'fa7lg_g@mail.com']","[['(31) 8665-8271'], '(31) 8665-8271']","[['020.896.719-19'], '020.896.719-19']",False,"[['91.268.975/3953-17'], '91.268.975/3953-17']",True,"[[], None]","[[('23', '09', '2025')], '23/09/2025']","[['R$3195.94'], 'R$3195.94']","[[], None]"
809,"[['Beatriz Silvóa'], 'Beatriz Silvóa']","[['g13y9psiy-@gmail.com'], 'g13y9psiy-@gmail.com']","[['(31) 92657-1621'], '(31) 92657-1621']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['R$ 4.023,21'], 'R$ 4.023,21']","[['https://contato.me/elp50/4i5cu3/1wvjaur'], 'https://contato.me/elp50/4i5cu3/1wvjaur']"
810,"[['Viníccius Martins'], 'Viníccius Martins']","[['k_b@empresa.com.br'], 'k_b@empresa.com.br']","[['(19) 4449-4766'], '(19) 4449-4766']","[['135.581.039-09'], '135.581.039-09']",False,"[['55.555.555/5555-55'], '55.555.555/5555-55']",False,"[['42585-793'], '42585-793']","[[], None]","[[], None]","[['http://site.rg/tlsvcic/dfwk'], 'http://site.rg/tlsvcic/dfwk']"
811,"[['J  ooão Smouza'], 'J  ooão Smouza']","[[], None]","[[], None]","[['220.808.636-62'], '220.808.636-62']",False,"[['13.307.169/5256-05'], '13.307.169/5256-05']",False,"[[], None]","[[('26', '12', '2021')], '26/12/2021']","[[], None]","[['http://site.org/62on'], 'http://site.org/62on']"
812,"[['N  atan Rodrigues'], 'N  atan Rodrigues']","[['gfluz2p8yi35@mail.comm'], 'gfluz2p8yi35@mail.comm']","[['(31) 92457-6492'], '(31) 92457-6492']","[[], None]",False,"[['24.916.161/2668-99'], '24.916.161/2668-99']",True,"[['92067-938'], '92067-938']","[[], None]","[['R$1820.02'], 'R$1820.02']","[[], None]"
